rate,change
26.6,1.9
27.6,2.04
29.5,1.84
30.3,1.88
30.9,1.94
36.1,1.16
37.8,0.44
38.7,-0.38
39.7,-1.24
40.6,-1.9
41.9,-2.58
40,-3.06
36.8,-2.92
33.5,-2.78
31.1,-2.26
29,-1.96
24.7,-1.4
22.2,-1.14
19.6,-0.92
19.8,-1.26
19.2,-1.26
17.7,-0.76
16.5,-0.74
15,-0.84
13.5,-0.96
12.9,-1.1
13.9,-1.46
12.8,-1.34
10.8,-1
8.7,-0.62
7.4,-0.28
6.6,-0.02
6.1,0.14
5.8,0.02
5.6,0.02
6,-0.1
6.5,-0.24
6.8,-0.32
4.2,-0.08
4.1,-0.06
4.1,-0.06
4,-0.04
3.9,-0.02
3.8,-0.02
3.8,-0.02
3.8,-0.04
3.8,-0.04
3.8,-0.04
3.7,-0.06
3.7,-0.06
3.6,-0.06
3.6,-0.08
3.6,-0.08
3.4,-0.04
3.4,-0.06
3.3,-0.04
3.2,-0.02
3.2,-0.02
3.2,-0.02
3.1,0
3.1,0
3.1,-0.02
3.1,-0.02
3.1,-0.02
3.1,0
3.1,0
3,0.02
3,-0.2
3,-0.44
3.1,-0.5
3.1,-0.5
3.1,-0.5
2,-0.24
0.8,0.24
0.6,0.28
0.6,0.28
0.6,0.28
0.8,0.08
2,-0.24
2,-0.26
2,-0.3
2,-0.32
1.2,-0.16
0.8,-0.1
0.7,-0.08
0.5,-0.04
0.4,-0.02
0.4,-0.02
0.3,-0.04
0.3,-0.04
0.3,-0.06
0.3,-0.02
0.3,-0.02
0.1,0
0.1,0
0,0.02
0.2,-0.02
0.2,-0.02
0.1,0
0.1,0
0.1,0.02
0.1,0
0.1,0
0.1,0
0.1,0
0.2,-0.02
0.1,0
0.1,0
0.1,0
1.2,-0.04
1.1,-0.04
1,-0.04
1,-0.02
1,-0.04
1,-0.08
0.9,-0.1
0.8,-0.08
0.9,-0.1
0.8,-0.1
0.6,-0.06
0.4,-0.02
0.4,-0.02
0.4,-0.02
0.3,-0.02
0.3,-0.02
0.3,-0.02
0.3,-0.02
0.3,-0.02
0.2,-0.02
0.2,-0.02
0.2,-0.02
0.2,-0.02
0.2,-0.02
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0
0.1,0.02
0.1,0.04
0.1,0.04
0.1,0.04
0.1,0.04
0.2,0.02
0.3,0
0.3,0
0.3,-0.02
0.3,-0.02
0.3,-0.02
0.3,-0.02
0.3,-0.02
0.2,0
0.2,0.02
0.2,0
0.2,0
0.2,0
0.2,0
0.3,-0.04
0.2,-0.02
0.2,-0.02
0.2,-0.02
0.2,0
0.1,0
0.1,0.02
0.1,0.04
0.1,0.04
0.2,0.02
0.1,0.02
0.2,0.02
0.3,-0.02
0.3,0
0.3,-0.02
0.2,0
0.3,-0.02
64.5,-1.56
63.9,-1.86
61.7,-1.28
58.2,-1.44
57.5,-1.64
56.7,-1.6
54.6,-1.18
55.3,-1.32
51,-0.44
49.3,-0.96
48.7,-0.24
48.7,-0.96
48.7,-0.48
48.8,-0.22
44.5,0.16
47.5,-0.5
43.9,0.84
46.3,0.28
47.7,0.34
45.3,0.22
45,0.42
48.1,-0.66
47.7,-0.64
49.4,-1.04
46.4,-0.28
47.1,-0.42
44.8,-0.32
44.5,-0.06
44.2,0
45,-0.88
45,-1.38
43.2,-1.14
44.2,-1.8
44.2,-2.24
40.6,-1.8
38.1,-1.6
37.5,-1.64
35.2,-1.28
33,-1.24
31.6,-1.18
30.1,-1.12
29.3,-1.24
28.8,-1.44
26.8,-1.16
25.7,-1.48
24.5,-1.7
23.1,-1.38
21.6,-0.88
21,-1.02
18.3,-0.72
16,-0.36
16.2,-0.56
17.2,-1
15.9,-1.1
14.7,-1.1
14.2,-1.18
13.4,-1.12
12.2,-1.04
10.4,-0.84
9.2,-0.74
8.3,-0.6
7.8,-0.62
7,-0.66
6.2,-0.62
5.5,-0.48
5.3,-0.44
4.7,-0.36
3.7,-0.25
3.1,-0.17
3.1,-0.23
3.1,-0.31
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.16
0,0.18
0,0.26
0,0.48
0,1.12
0.8,1.56
0.9,1.82
1.3,1.98
2.4,2.18
5.6,2.12
8.6,1.86
10,1.78
11.2,1.66
13.3,0.84
16.2,0.68
17.9,0.58
18.9,0.12
19.5,0.06
17.5,0.26
19.6,-1.6
20.8,-2.16
19.5,-1.96
19.8,-2.44
18.8,-2.44
11.6,-0.7
10,-0.06
9.7,-0.24
7.6,-0.04
6.6,-0.16
8.1,-0.7
9.7,-1.1
8.5,-0.94
7.4,-0.84
5.8,-0.52
97,0
97.4,-0.08
97.4,-0.1
97,0
97,0
97,-0.02
97,-0.04
96.9,-0.04
97,-0.14
97,-0.18
96.9,-0.28
96.8,-0.3
96.7,-0.32
96.3,-0.32
96.1,-0.32
95.5,-0.46
95.3,-0.28
95.1,-0.2
94.7,-0.3
94.5,-0.26
93.2,-0.02
93.9,-0.26
94.1,-0.4
93.2,-0.3
93.2,-0.38
93.1,-0.5
92.6,-0.48
92.1,-0.5
91.7,-0.52
91.3,-0.6
90.6,-0.56
90.2,-0.64
89.6,-0.7
89.1,-0.68
88.3,-0.6
87.8,-0.56
87,-1.84
86.1,-3.32
85.7,-3.08
85.3,-4.68
85,-4.64
77.8,-4.28
69.5,-2.8
70.3,-2.6
61.9,-0.84
61.8,-0.96
56.4,0.08
55.5,-0.02
57.3,-1.44
57.7,-2.84
57,-3.24
56.8,-3.84
55.4,-3.96
50.1,-4.12
43.5,-2.2
40.8,-2.54
37.6,-2.18
35.6,-2.1
29.5,-1.4
32.5,-2.36
28.1,-1.98
26.7,-2.04
25.1,-1.88
22.5,-1.38
20.7,-0.64
18.2,-0.02
16.5,0.54
15.7,0.9
15.6,1.12
17.5,0.96
18.1,0.94
48.8,-0.56
50.1,-0.96
49.1,-1.24
47.6,-0.84
47.2,-0.96
46,-0.9
45.3,-1.24
42.9,-1
43.4,-1.5
42.4,-1.34
41.5,-1.48
39.1,-1.28
37.9,-1.3
35.9,-1.14
35.7,-1.42
34.1,-1.3
32.7,-1.26
31.4,-1.06
30.2,-0.88
28.6,-0.56
27.6,-0.34
26.4,-0.08
26.1,0.02
25.8,-0.04
25.8,-0.22
25.9,-0.64
26,-0.9
26.2,-1.04
25.6,-0.66
24.7,-0.48
22.7,-0.2
21.5,0
21,0.26
22.3,0.68
22.3,0.7
21.7,0.58
21.5,0.38
22.3,0
25.7,-0.86
25.8,-0.88
24.6,-0.64
23.4,-0.52
22.3,-0.42
21.4,-0.24
21.4,-0.68
21.4,-0.86
20.8,-0.82
20.2,-1.56
20.2,-1.54
18,-1.28
17.1,-1.14
16.7,-0.94
12.4,-0.58
12.5,-0.7
11.6,-1
11.4,-0.76
12,-1.18
9.5,-0.42
9,-0.62
6.6,-0.04
7.6,-0.56
6.1,-0.26
7.4,-0.62
5.9,-0.44
6.4,-0.7
4.8,-0.2
4.8,-0.3
4.3,-0.14
3.7,0.01
2.9,0.04
3.8,-0.17
16.1,-0.7
15.1,-0.58
14,-0.4
13.6,-0.24
13.6,-0.18
12.6,-0.32
12.2,-0.36
12,-0.5
12.4,-0.6
12.7,-0.74
11,-0.54
10.4,-0.54
9.5,-0.38
9.4,-0.34
9,-0.26
8.3,-0.12
7.7,-0.02
7.6,0
7.7,-0.06
7.7,-0.22
7.7,-0.22
7.6,-0.2
7.6,-0.2
7.4,0
6.6,0.14
6.6,0.02
6.6,0
6.6,0.02
7.4,0.08
7.3,0.08
6.7,0.2
6.6,0.2
6.7,0.16
7.8,0.28
7.7,1.96
7.7,3.08
7.6,3.62
7.5,4.4
9.2,4.56
17.5,2.8
23.1,1.3
25.7,0.74
29.5,-0.14
32,-0.92
31.5,-0.74
29.6,-0.44
29.4,-0.1
28.8,-0.46
27.4,-0.52
27.8,-0.86
27.4,-0.4
28.9,-1.42
26.5,-1.52
24.8,-1.8
23.5,-1.96
25.4,-2.84
21.8,-2.28
18.9,-1.88
15.8,-1.44
13.7,-1.14
11.2,-0.64
10.4,-0.58
9.5,-0.44
8.6,-0.5
8,-0.52
8,0.46
7.5,-0.46
7.3,-0.49
6.1,-0.04
5.4,-0.06
10.3,-1.06
72.5,-2.4
69.3,-2.16
67.9,-2.04
64.9,-1.48
62.7,-1.46
60.5,-0.82
58.5,-0.72
57.7,-0.74
57.5,-1.12
55.4,-0.72
56.4,-1.18
54.9,-1.04
54,-1.12
51.9,-0.98
51.8,-1.2
50.5,-1.06
49.7,-1.26
48.4,-1.38
47,-1.86
45.8,-1.76
45.2,-1.96
43.4,-2.24
41.5,-2.18
37.7,-1.62
37,-1.8
35.4,-1.74
32.2,-1.2
30.6,-1
29.6,-0.66
28,0.76
26.7,2.08
26.2,2.12
25.6,2.06
26.3,1.5
31.8,-0.22
37.1,-1.36
36.8,-0.84
35.9,-0.52
33.8,-0.22
30.7,-0.06
30.3,-0.18
32.6,-1
33.3,-1.4
32.7,-1
30.4,-0.6
29.4,-0.58
27.6,-0.32
26.3,-0.24
27.7,-0.8
27.4,-0.72
26.5,-0.36
26,-0.08
25.1,-0.36
23.7,-0.44
23.8,-0.5
24.7,-0.74
25.6,-0.92
23.3,-0.54
21.5,-0.6
21.3,-0.96
21,-1.28
21,-1.74
20.6,-2.1
18.5,-2.04
16.5,-1.94
14.6,-0.98
12.3,-0.85
10.1,-0.72
8.3,-0.6
6.8,-0.39
9.7,-1.05
69.5,-1.58
68.6,-1.72
67.4,-1.58
66.9,-1.62
64.6,-1.66
61.6,-1.58
60,-1.52
59.5,-1.74
58.8,-1.88
56.3,-1.4
53.7,-0.64
52.4,0.08
50.8,0.5
49.4,0.26
49.3,0.3
50.5,0.46
52.8,0.16
53.3,0.18
50.7,0.64
50.8,0.72
52.8,0.26
53.6,-0.08
54.2,-0.26
53.9,-0.22
54.4,-0.06
54.1,0.34
53.2,0.14
52.9,-0.56
52.8,-1.38
54.1,-1.8
55.8,-1.74
53.9,-1.56
50.1,-0.38
45.9,1
45.1,1.4
47.1,1.38
46.1,1.74
48.2,1.6
50.9,1.22
52.1,1.02
54,0.36
54.8,0.02
56.2,-0.48
57,-0.5
57.2,-0.7
55.8,-0.98
54.9,-0.56
53.8,-0.58
54.5,-0.78
53.7,-1.32
50.9,-0.98
52.1,-1.42
50.9,-1.3
50.6,-1
47.1,-0.48
46,0.12
45,0.42
44.4,0.34
45.6,0
44.7,0.04
46.6,-0.64
4.7,-0.26
4.5,-0.24
4.5,-0.28
4,-0.24
3.7,-0.18
3.4,-0.14
3.3,-0.2
3.1,-0.12
2.8,-0.1
2.8,-0.12
2.7,-0.12
2.3,-0.08
2.5,-0.12
2.3,-0.14
2.2,-0.1
2.1,-0.1
1.9,-0.08
1.9,-0.12
1.6,-0.08
1.7,-0.1
1.6,-0.1
1.5,-0.08
1.3,-0.04
1.2,-0.04
1.2,-0.02
1.1,0
1.1,0.02
1.1,0.06
1,0.06
1.1,0.04
1.1,0.02
1.2,0.18
1.4,-0.04
1.3,-0.04
1.3,-0.08
1.2,0
2.1,-0.14
1.2,0.08
1.1,0.08
0.9,0.22
1.2,0.24
1.4,0.42
1.6,0.32
1.5,0.28
2,0.24
2.4,0.18
3.5,0
3.2,0.06
2.9,0.04
3.2,-0.06
3.3,-0.38
3.5,-0.52
3.5,-0.58
3.1,-0.56
2.9,-0.48
1.4,-0.16
0.9,-0.06
0.6,-0.04
0.3,0.06
0.5,0.02
0.6,-0.02
0.6,-0.04
0.4,0
0.6,-0.06
0.6,-0.1
0.5,-0.06
0.4,-0.06
0.4,-0.02
0.3,-0.01
0.1,0.03
0.2,0.01
27.5,-1.82
25.3,-1.58
25.4,-1.82
21.7,-1.1
20,-1.1
18.4,-1.06
17.4,-1.04
16.3,-1.1
16.2,-1.38
14.5,-1.3
13.1,-1.3
12.2,-1.28
10.8,-1.24
9.3,-1.08
8,-0.86
6.6,-0.7
5.8,-0.64
4.6,-0.44
3.9,-0.38
3.7,-0.34
3.1,-0.16
2.6,-0.1
2.4,-0.08
2,0.02
2,0.02
2.3,-0.04
2.1,-0.02
2,0
2.1,-0.02
2.1,0
2.1,0
2,0
2,-0.04
2,-0.08
2.1,-0.1
2.1,-0.12
2,-0.1
1.8,-0.08
1.6,-0.04
1.6,-0.04
1.5,-0.04
1.5,-0.04
1.4,-0.04
1.4,-0.04
1.4,-0.06
1.3,-0.04
1.3,-0.04
1.2,-0.02
1.2,-0.02
1.1,-0.08
1.1,-0.08
1.1,-0.18
1.1,-0.1
1.1,-0.16
0.7,-0.1
0.7,-0.1
0.2,0.08
0.6,0.06
0.3,0.14
0.2,0.12
0.2,0.1
0.6,-0.04
0.9,-0.1
1,-0.12
0.8,-0.12
0.7,-0.02
0.4,-0.02
0.4,-0.04
0.4,0
0.2,0.04
0.6,-0.04
25.9,0.24
26.4,0.06
27.7,-0.28
27.7,-0.74
28.1,-0.38
27.1,-0.1
26.7,-0.54
26.3,-0.54
24,-0.32
26.2,-0.98
26.6,-1.5
24,-0.96
23.6,-1.44
22.4,-1.3
21.3,-1.12
19.1,-0.96
19.2,-1.3
16.4,-0.92
15.9,-1.22
15.7,-1.22
14.3,-1.16
12.7,-0.94
11.8,-0.92
9.8,-1.02
9.6,-1.26
8.5,-1.1
8,-1.08
7.2,-0.88
4.7,-0.32
3.3,-0.04
3,0
2.6,0.08
2.8,-0.04
3.1,-0.14
3.1,-0.28
3,-0.28
3,0.02
2.6,0.56
2.4,1.18
1.7,2.06
1.6,3
3.1,2.7
5.4,2.2
8.3,1.68
12,1.1
16.6,0.36
16.6,0.48
16.4,0.58
16.7,-0.54
17.5,-1.34
18.4,-1.64
19,-0.94
19.3,-1.34
14,-1.04
10.8,-0.24
10.2,-0.08
14.3,-0.94
12.6,-1.06
8.8,-0.7
9.6,-0.82
9.8,-0.86
9.6,-0.78
7.3,-0.64
5.3,-0.14
5.5,-0.3
5.5,-0.38
5.7,-0.48
4.1,-0.17
4.6,-0.44
4,-0.38
3.6,-0.44
35,-1.22
33.1,-1.08
32.2,-1.18
31.3,-1.18
30.2,-1.4
28.9,-1.4
27.7,-1.48
26.3,-1.42
25.4,-1.56
23.2,-1.38
21.9,-1.4
20.3,-1.6
19.2,-1.24
17.6,-0.36
16.3,-0.52
14.9,-0.62
12.3,-0.54
13,-1.04
15.8,-1.46
13.7,-1.56
11.8,-1.06
9.6,-0.96
7.8,-0.56
8.5,-0.82
5.9,-0.24
6.5,-0.5
4.8,-0.06
5,-0.16
4.4,0.04
4.7,-0.04
4,0.14
4.5,-0.16
4.2,0
4.6,0
4.5,0.02
4.7,-0.22
3.7,0.18
4.2,-0.12
4.6,-0.22
4.6,-0.32
3.6,-0.14
4.6,-0.32
3.6,-0.22
3.5,-0.34
3,-0.26
2.9,-0.2
3,-0.02
2.5,0.3
1.8,0.32
1.7,0.04
1.9,-0.08
2.9,-0.48
4,-0.12
3.4,-0.36
1.9,-0.24
1.5,-0.16
0.5,-0.02
3.4,-0.58
1.6,-0.2
0.7,0.04
0.7,0.12
0.4,0.18
0.5,0.18
0.6,0.16
0.9,0.12
1.3,0.2
1.3,0.18
1.4,0.02
1.4,0.13
1.5,0.67
2.3,0.47
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
49.4,-3.32
45.4,-2.84
41.6,-2.28
38.8,-2.02
35.2,-1.56
32.8,-1.3
31.2,-1.38
30.2,-1.36
28.7,-1.56
27.4,-1.76
26.3,-1.74
24.3,-1.82
23.4,-1.8
20.9,-1.3
18.6,-1.02
17.6,-0.88
15.2,-0.84
14.4,-0.86
14.4,-0.96
13.5,-1.08
13.2,-1.08
11,-0.82
10.1,-0.68
9.6,-0.62
8.1,-0.38
7.8,-0.32
6.9,-0.14
6.7,-0.16
6.5,-0.26
6.2,-0.28
6.2,-0.26
6.2,-0.28
5.9,-0.24
5.2,-0.08
4.8,0.08
4.9,0.34
4.8,1.26
4.7,1.92
4.8,3.86
5.2,8.74
6.6,3.08
11.1,2.12
14.3,2.04
24.1,0.2
48.9,-4.76
22,0.48
21.7,0.06
24.5,-0.66
25.1,-1.38
25.1,-2
24.4,-2.32
22,-2.18
21.2,-2.6
18.2,-2.44
15.1,-1.96
12.8,-1.3
11.1,-0.8
8.2,0.04
6,0.56
5.3,0.72
6.3,0.26
7.1,-0.38
8.4,-0.7
8.8,-1.02
8.9,-1.16
7.6,-1.02
5.2,-0.64
4.9,-0.7
3.7,-0.6
3.1,-0.48
2.5,-0.38
23.7,-1.86
22,-1.88
19.6,-1.64
18,-1.58
15.8,-1.3
14.4,-1.16
12.6,-1
11.4,-0.92
10.1,-0.74
9.3,-0.72
8.6,-0.7
7.6,-0.62
6.8,-0.56
6.4,-0.6
5.7,-0.48
5.1,-0.46
4.5,-0.38
4,-0.32
3.4,-0.26
3.3,-0.28
2.8,-0.2
2.6,-0.18
2.4,-0.16
2.1,-0.1
1.9,-0.08
1.8,-0.08
1.7,-0.06
1.6,-0.04
1.6,-0.04
1.5,-0.02
1.4,0
1.4,0
1.4,0
1.4,0
1.4,0
1.4,0
1.4,0.04
1.4,0.18
1.4,0.28
1.4,0.46
1.4,0.46
1.6,0.38
2.3,0.22
2.8,0.42
3.7,1.06
3.7,0.6
3.5,0.2
3.4,-0.04
4.9,-0.38
9,-1.3
6.7,-0.94
4.5,-0.62
3.2,-0.44
3,-0.48
2.5,-0.38
2,-0.28
1.4,-0.2
1,-0.12
0.6,-0.04
0.6,-0.04
0.6,-0.04
0.4,0
0.4,0
0.4,-0.04
0.4,-0.03
0.4,-0.05
0.4,-0.03
0.4,-0.06
0.2,-0.02
0.3,-0.03
0.1,-0.01
37.2,1.68
39.2,1.92
41.6,1.84
44.3,0.8
44.1,1.02
45.6,0.6
48.8,0.06
50.8,-0.7
48.3,-0.96
49.2,-1.34
48.6,-1.66
49.1,-2.34
47.3,-1.82
43.5,-0.8
42.5,-0.46
40.3,0.28
37.4,2.66
38.2,3.52
39.5,3.66
40.2,3.12
41.7,2.28
50.7,-0.1
55.8,-1.42
57.8,-2.02
55.8,-2.02
53.1,-1.6
50.2,-1.68
48.7,-1.68
47.7,-1.38
45.7,-1.1
45.1,-0.76
41.8,0.04
40.3,0.2
40.8,0.14
40.2,0.32
41.3,0.16
42,0.6
41.3,0.94
41.5,1.46
41.8,1.36
42.1,1.26
45,0.62
26.1,-0.5
26.3,-0.72
24.8,-0.56
23.8,-0.3
24.3,-0.48
23.6,-0.38
22.7,-0.2
22,-0.4
22.3,-0.48
21.9,-0.66
21.7,-0.7
21.7,-0.9
20,-0.64
19.9,-0.62
18.6,-0.4
18.2,-0.34
17.2,-0.2
16.8,-0.24
16.8,-0.32
16.6,-0.38
16.5,-0.38
16.2,-0.46
15.6,-0.48
15.2,-0.46
14.7,-0.18
14.6,0.52
13.9,0.94
13.2,1.38
12.9,1.44
13.8,1.28
17.2,0.7
18.6,0.48
20.1,0.16
20.1,0.18
20.2,0.18
20.7,0.28
21,0.66
20.9,0.2
21,-0.36
21.1,-1.06
22.1,-2.14
24.3,-1.86
21.9,-0.38
19.2,0.74
15.8,0.56
11.4,1.4
15,0.88
20,-0.08
22.9,-0.4
18.6,-0.46
18.4,-0.4
19.4,-1.36
19.6,-2.08
20.9,-1.66
16.3,-0.78
16.4,-1
12.6,-0.5
9.2,-0.14
12.6,-1.08
12.4,-1.1
11.4,-1.22
10.1,-0.86
8.5,-0.78
7.2,-0.62
6.9,-0.78
5.3,-0.04
5.8,-0.13
4.6,0.12
4.1,0.11
3,0.3
5.1,-0.16
40.2,-3.68
32.7,-1.98
35.3,-3.88
28.9,-2.64
30.9,-3.14
21.8,-1.48
22.8,-2.1
15.9,-1.04
15.7,-1.02
15.2,-1.1
14.4,-0.96
12.3,-0.56
10.7,-0.52
10.6,-0.52
9.7,-0.48
9.6,-0.52
9.5,-0.58
8.1,-0.38
8,-0.42
7.3,-0.32
7,-0.34
6.6,-0.3
6.2,-0.3
5.9,-0.24
5.7,-0.2
5.3,-0.12
5.1,-0.08
4.7,0
4.7,0
4.7,-0.04
4.7,-0.02
4.7,0
4.7,-0.02
4.7,0.1
4.5,0.24
4.6,0.66
4.7,1.54
4.6,1.42
5.2,1.02
5.7,0.8
7.9,0.12
12.4,-0.88
11.7,-0.46
10.3,-0.4
9.7,-0.4
8.5,-0.26
8,-0.24
9.4,-0.26
8.3,-0.06
7.7,-0.14
7.2,-0.12
6.8,-0.18
8.1,-0.38
8,-0.18
7,0.02
6.6,0.12
5.9,0.38
6.2,0.54
7.1,0.26
7.1,0.2
7.2,-0.12
7.8,-0.74
8.9,-1.24
8.4,-1.27
8.1,-1.28
6.6,-0.91
4.1,-0.6
2.7,-0.34
2,-0.21
5.8,-0.24
5.7,-0.44
5.8,-0.58
5.7,-0.64
5.6,-0.62
4.6,-0.42
3.5,-0.2
2.9,-0.08
2.5,0.04
2.5,0.02
2.5,0
2.5,-0.06
2.5,-0.06
2.7,-0.18
2.6,-0.16
2.5,-0.06
2.2,-0.08
2.2,0
1.8,0.08
1.8,0.08
2.2,0
1.8,0.08
2.2,0
2.2,0
2.2,0
2.2,0
2.2,0
2.2,0
2.2,0
2.2,0
2.2,0
2.2,0
2.2,0
2.2,0
2.2,0
2.2,0
2.2,0
2.2,0
2.2,0
2.2,0
2.2,0
2.2,-0.08
2.2,-0.08
2.2,-0.16
2.2,-0.18
2.2,-0.2
1.8,-0.14
1.8,-0.14
1.4,-0.06
1.3,-0.04
1.2,-0.02
1.1,0.02
1.1,0.02
1.1,0
1.1,0
1.1,0.22
1.2,0.2
1.2,0.2
1.1,0.22
1.1,0.22
2.2,-0.01
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.18
0,0.16
0,0.14
0,0.14
0,0.12
0.9,-0.08
0.8,-0.1
0.7,-0.08
0.7,-0.1
0.6,-0.06
0.5,-0.04
0.3,0.06
0.3,0.04
0.2,0.08
0.3,0.06
0.3,0.06
0.6,-0.02
0.5,-0.02
0.6,0.06
0.6,0.04
0.6,0.18
0.5,0.02
0.4,0.02
0.9,-0.14
0.8,-0.1
1.5,-0.24
0.6,0.02
0.5,-0.02
0.2,0.04
0.3,0.02
0.6,-0.08
0.3,-0.02
0.3,-0.02
0.2,0
0.3,-0.04
0.2,-0.02
0.2,-0.02
0.2,-0.02
0.2,-0.02
0.1,-0.02
0.1,-0.02
0.1,-0.02
0.1,-0.02
0.1,-0.02
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.02
0,0.02
0,0.02
0,0.02
0,0.02
0.1,0
0.1,0
0.1,-0.02
0.1,-0.02
0.1,-0.02
0.1,-0.02
0.1,-0.02
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1.3,-0.02
1.3,-0.02
1.3,-0.04
1.3,-0.04
1.3,-0.04
1.2,-0.04
1.2,-0.04
1.1,-0.02
1.1,-0.02
1.1,-0.04
1,-0.02
1,-0.02
1,-0.02
1,-0.02
0.9,0
0.9,-0.02
0.9,-0.02
0.9,-0.02
0.9,-0.02
0.9,-0.02
0.8,0
0.8,0
0.8,0
0.8,0
0.8,0
0.8,0
0.8,0
0.8,-0.02
0.8,0
0.8,-0.02
0.8,-0.02
0.8,-0.04
0.7,-0.02
0.8,-0.04
0.7,-0.02
0.7,0
0.6,0.04
0.6,0.04
0.6,0.04
0.6,0.04
0.7,0.04
0.8,0
0.8,-0.02
0.8,-0.04
0.8,-0.06
0.9,-0.1
0.8,-0.08
0.7,-0.06
0.6,-0.04
0.5,0
0.4,0.14
0.4,0
0.4,0.02
0.4,0.06
0.5,0
1.1,-0.1
0.4,0.06
0.5,0
0.7,0
0.5,0.02
0.6,0.02
0.7,-0.06
0.5,-0.04
0.7,0.04
0.6,-0.06
0.7,-0.06
0.4,0.06
0.3,0.2
0.9,-0.02
0.3,0.1
0.4,0.08
60.1,-3.26
63.7,-5.86
49.8,-3.36
43.1,0.02
35.8,1.38
43.8,-0.04
34.4,0.94
33,-0.9
43.2,-1.84
42.7,-2.28
43.6,-2.38
39.1,-0.16
28.5,1.24
34,0.06
31.3,-0.7
31.7,-0.34
38.3,-2.14
34.7,-3.3
34.3,-1.96
27.8,-2.3
30,-3.38
27.6,-3.4
18.2,-1.28
24.5,-2.86
16.3,-1.08
13.1,-0.9
10.6,-0.56
11.8,-0.78
10.2,-0.4
10.9,-0.06
8.6,0.12
7.8,0.86
7.9,0.98
8.2,0.2
10.6,0.74
9.2,0.98
12.1,0.08
12.8,-0.56
9.2,0.02
14.3,-1.14
14.1,-1.26
12.5,-1.18
10,-0.82
9.3,-1.22
8.6,-0.6
7.8,-0.48
6.6,-0.26
5.9,-0.2
3.2,0.74
5.6,-0.54
5.4,-0.64
5.3,-0.62
4.9,-0.6
6.9,-1.02
2.9,-0.22
2.2,-0.16
2.2,-0.24
1.9,0.34
1.8,1.68
1.8,2.38
1.4,2.48
1,3.28
3.6,1.92
10.2,-0.02
13.7,-0.86
13.8,0.88
17.4,0.2
13.2,0.95
10.1,1.99
9.4,2.35
18.2,0.54
74.8,-0.62
74,-0.4
73.6,-0.24
71.9,0.1
72.7,-0.44
71.7,-0.76
72,-0.96
72.4,-1.28
72.4,-1.52
70.5,-1.32
67.9,-1.04
67.2,-1.44
66,-1.58
64.8,-1.66
63.9,-1.7
62.7,-2.22
60,-1.78
58.1,-1.5
56.5,-1.68
55.4,-1.62
51.6,-1.08
51.1,-1.48
50.6,-2.02
48.1,-2.02
47.3,-2.06
46.2,-2.04
43.7,-1.86
40.5,-1.28
38,-0.88
37,-0.74
36,-0.64
34.4,-0.44
34.1,-0.52
33.6,-0.58
33.3,-1.36
32.8,-2.14
32.2,-2.68
31.5,-2.98
30.7,-3.78
26.5,-3.5
22.1,-2.98
18.8,-2.46
16.6,-2.08
11.8,-1.2
9,-0.16
7.2,0.06
6.5,-0.04
6.2,-0.42
5.8,-0.52
8.2,-1.08
7.5,-1
6.3,-0.88
4.1,-0.62
3.2,-0.48
2.8,-0.42
2.5,-0.38
1.9,-0.32
1,-0.12
0.8,-0.12
0.7,-0.1
0.6,-0.1
0.3,-0.04
0.4,-0.06
0.2,-0.02
0.2,-0.01
0.1,-0.01
0.1,-0.01
0.1,-0.02
0.1,-0.02
0.1,-0.02
0.1,-0.01
10.2,0.14
10.6,0.1
10.8,0.06
10.9,0.18
10.9,-0.04
10.9,0.18
11.1,0.22
11.1,0.78
11.8,2.74
10.7,4.96
11.8,7.66
12.2,8.8
15,10.78
25.5,8.66
35.5,6.16
50.1,2.72
56.2,0.02
68.9,-3.44
68.8,-4.7
66.3,-5.46
63.7,-5.74
56.3,-4.72
51.7,-4.22
45.3,-3.6
39,-3.62
35,-3.22
32.7,-2.84
30.6,-2.62
27.3,-2.04
20.9,-0.9
18.9,-0.6
18.5,-0.56
17.5,-0.64
17.1,-0.8
16.4,-0.86
15.9,-1
15.7,-1.06
14.3,-1.05
13.1,-0.85
12.1,-0.96
10.9,-0.95
